"ruleQuestionId","body","prompt","ruleId","ruleName"
"1240","{""0"":""They have changed, but {they're} still friends.""}","""They have changed, but <u>there / their / they're</u> still friends.""","274","""There, They're, & Their"""
"1241","{""0"":""They're always together now that {they're} dating.""}","""They're always together now that <u>there / their / they're</u> dating.""","274","""There, They're, & Their"""
"1242","{""0"":""I like puppies because {they're} so cute.""}","""I like puppies because ____ so cute.""","275","""Practice: There, They're, Their"""
"1243","{""0"":""The students in that class will do well because {they're} always studying.""}","""The students in that class will do well because _____ always studying.""","275","""Practice: There, They're, Their"""
"1244","{""0"":""I like the band because of {their} drummer.""}","""I like the band because of _____ drummer.""","275","""Practice: There, They're, Their"""
"1245","{""0"":""{Their} concert was the best one I have seen.""}","""_____ concert was the best one I have seen.""","275","""Practice: There, They're, Their"""
"1246","{""0"":""{There} are many birds around here.""}","""____ are many birds around here.""","275","""Practice: There, They're, Their"""
"1247","{""0"":""Where {there} is smoke there is fire.""}","""Where _____ is smoke there is fire.""","275","""Practice: There, They're, Their"""
"1248","{""0"":""My parents left {their} oven on.""}","""My parents left <u>there / their / they're</u> oven on.""","276","""There, They're, & Their"""
"1249","{""0"":""{Their} older music is way better.""}","""<u>There / Their / They're</u> older music is way better.""","276","""There, They're, & Their"""
"1250","{""0"":""I see a hawk over {there}.""}","""I see a hawk over <u>there / their / they're</u>.""","277","""There, They're, & Their"""
"1251","{""0"":""{There} is a bird's nest in that tree.""}","""<u>There / Their / They're</u> is a bird's nest in that tree.""","277","""There, They're, & Their"""
"1252","{""0"":""Can you tell me how {to} get home from here?""}","""Can you tell me how <u>too / to / two</u> get home from here?""","278","""To, Too, & Two"""
"1253","{""0"":""You should go {to} sleep if you are tired.""}","""You should go <u>too / to / two</u> sleep if you are tired.""","278","""To, Too, & Two"""
"1254","{""0"":""I want {to} go fishing too.""}","""I want __ go fishing too.""","279","""Practice: To, Too, Two"""
"1255","{""0"":""I don't want {to} take a nap.""}","""I don't want ___ take a nap.""","279","""Practice: To, Too, Two"""
"1256","{""0"":""It is Ryan's birthday {too}.""}","""It is Ryan's birthday ____.""","279","""Practice: To, Too, Two"""
"1257","{""0"":""May I have some ice cream {too}?""}","""May I have some ice cream ____?""","279","""Practice: To, Too, Two"""
"1258","{""0"":""My brother is {two} years old.""}","""My brother is ____ years old.""","279","""Practice: To, Too, Two"""
"1259","{""0"":""They are like {two} peas in a pod.""}","""They are like _____ peas in a pod.""","279","""Practice: To, Too, Two"""
"1260","{""0"":""I want {to} live in Japan for a couple of years.""}","""I want <u>to / two</u> live in Japan for a couple of years.""","280","""To, Too, & Two"""
"1261","{""0"":""You {too} can prevent forest fires.""}","""You  <u>too / to / two</u> can prevent forest fires.""","280","""To, Too, & Two"""
"1262","{""0"":""Are there only {two} seats available?""}","""Are there only  <u>too / to / two</u> seats available?""","281","""To, Too, & Two"""
"1263","{""0"":""Do you want one or {two} napkins?""}","""Do you want one or <u>too / to / two</u> napkins?""","281","""To, Too, & Two"""
"1264","{""0"":""{Your} socks have polka dots.""}","""<u>Your / You're</u> socks have polka dots.""","282","""Your vs. You're"""
"1265","{""0"":""Let's go to {your} house.""}","""Let's go to <u>your / you're</u> house.""","282","""Your vs. You're"""
"1266","{""0"":""I don't remember {your} name.""}","""I don't remember _____ name.""","283","""Practice: You're, Your"""
"1267","{""0"":""Luke, I am {your} father.""}","""Luke, I am ______ father.""","283","""Practice: You're, Your"""
"1268","{""0"":""Sometimes you should do what {your} instincts tell you to do.""}","""Sometimes you should do what ____ instincts tell you to do.""","283","""Practice: You're, Your"""
"1269","{""0"":""Be careful while {you're} cutting that apple.""}","""Be careful while _____ cutting that apple.""","283","""Practice: You're, Your"""
"1270","{""0"":""{You're} never going to guess what happened.""}","""______ never going to guess what happened.""","283","""Practice: You're, Your"""
"1271","{""0"":""The band is playing at {your} house!""}","""The band is playing at <u>you're/ your</u> house!""","283","""Practice: You're, Your"""
"1272","{""0"":""{You're} going to see snow tomorrow.""}","""<u>You're/ Your</u> going to see snow tomorrow.""","284","""Your vs. You're"""
"1273","{""0"":""{You're} a Jedi now.""}","""<u>You're/ Your</u> a Jedi now.""","284","""Your vs. You're"""
"1274","{""0"":""The floorboards, {which} were put in ten years ago, have cracks.""}","""The floorboards, <u/>which / who / where</u> were put in ten years ago, have cracks.""","285","""Which"""
"1275","{""0"":""My friend's new truck, {which} was on sale, needs some repairs.""}","""My friend's new truck, ____ was on sale, needs some repairs.""","286","""Which"""
"1276","{""0"":""Zoey's drawing, {which} was done with acrylic paint, dried quickly.""}","""Zoey's drawing, _____ was done with acrylic paint, dried quickly.""","286","""Which"""
"1277","{""0"":""My friend, {who} plays the cello, wants to go to Juilliard.""}","""My friend, _____ plays the cello, wants to go to Juilliard.""","286","""Which"""
"1278","{""0"":""My sister, {who} just graduated, wants to be a translator.""}","""My sister, _______ just graduated, wants to be a translator.""","286","""Which"""
"1279","{""0"":""Barry, {who} directed the play, is also a singer.""}","""Barry, ________ directed the play, is also a singer.""","286","""Which"""
"1280","{""0"":""Our summer home, {where} we vacation often, has big windows.""}","""Our summer home, _____ we vacation often, has big windows.""","286","""Which"""
"1281","{""0"":""My family often visits Maine because it is {where} the lobster is delicious.""}","""My family often visits Maine because it is ______ the lobster is delicious.""","286","""Which"""
"1282","{""0"":""We should eat at the dining room table since it is {where} the nice silverware is\\n  set.""}","""We should eat at the dining room table since it is ______ the nice silverware is set.""","286","""Which"""
"1283","{""0"":""I know someone {who} drives too recklessly.""}","""I know someone <u/>which / who / where</u>drives too recklessly.""","287","""Who"""
"1284","{""0"":""I used to have a teacher {who} gave tests every week.""}","""I used to have a teacher<u/>which / who / where</u> gave tests every week.""","287","""Who"""
"1285","{""0"":""Is this the room {where} the new table is going?""}","""Is this the room <u/>which / who / where</u>the new table is going?""","288","""Where"""
"1286","{""0"":""The station {where} I picked up my grandmother looks very nice.""}","""The station <u/>which / who / where</u> I picked up my grandmother looks very nice.""","288","""Where"""
"1287","{""0"":""I am looking for my friend {whose} shirt is blue.""}","""I am looking for my friend <u>whose / that / when</u> shirt is blue.""","289","""Whose"""
"1288","{""0"":""My girlfriend, {whose} house is nearby, will be picking us up.""}","""My girlfriend, <u>whose / that / when</u> house is nearby, will be picking us up.""","289","""Whose"""
"1289","{""0"":""Yuri, {whose} truck is in the shop, will be carpooling with us.""}","""Yuri, _____ truck is in the shop, will be carpooling with us.""","290","""Whose"""
"1290","{""0"":""Dr. Jones, {whose} schedule is always busy, wants a vacation.""}","""Dr. Jones, _____ schedule is always busy, wants a vacation.""","290","""Whose"""
"1291","{""0"":""Someone, {whose} name is unknown, painted this mural.""}","""Someone, _______ name is unknown, painted this mural.""","290","""Whose"""
"1292","{""0"":""The envelope {that} contained the winner's name was given to the host.""}","""The envelope _____ contained the winner's name was given to the host.""","290","""Whose"""
"1293","{""0"":""George returned the book {that} I loaned him.""}","""George returned the book _____ I loaned him.""","290","""Whose"""
"1294","{""0"":""Gabrielle wrote the essay {that} won the contest.""}","""Gabrielle wrote the essay______ won the contest.""","290","""Whose"""
"1295","{""0"":""My favorite time of the year is the fall, {when} I can jump on all the leaves.""}","""My favorite time of the year is the fall, ______ I can jump on all the leaves.""","290","""Whose"""
"1296","{""0"":""I work best in the morning, {when} everything is quiet.""}","""I work best in the morning, _____ everything is quiet.""","290","""Whose"""
"1297","{""0"":""In the summer, {when} it becomes hot, we open the windows.""}","""In the summer, ______ it becomes hot, we open the windows.""","290","""Whose"""
"1298","{""0"":""The car {that} came in last place has two flat tires.""}","""The car <u>whose / that / when</u> came in last place has two flat tires.""","291","""That"""
"1299","{""0"":""I want the same kind of bag {that} Sheila has.""}","""I want the same kind of bag <u>whose / that / when</u> Sheila has.""","291","""That"""
"1300","{""0"":""I miss the summer vacations {when} I would relax all day.""}","""I miss the summer vacations<u>whose / that / when</u> I would relax all day.""","292","""When"""
"1301","{""0"":""Every Saturday we set aside some time {when} we all read the same book.""}","""Every Saturday we set aside some time<u>whose / that / when</u> we all read the same book.""","292","""When"""
"1302","{""0"":""My teacher, {whom} you spoke to recently, will meet with you tomorrow.""}","""My teacher, <u>whom / why</u> you spoke to recently, will meet with you tomorrow.""","293","""Whom"""
"1303","{""0"":""Daniel, {whom} I saw yesterday, is looking healthier.""}","""Daniel, <u>whom / why</u> I saw yesterday, is looking healthier.""","293","""Whom"""
"1304","{""0"":""The man {whom} I spoke to told me to wait in the lobby.""}","""The man _____ I spoke to told me to wait in the lobby.""","294","""Whom"""
"1305","{""0"":""My brother, {whom} my parents gave some money, needs a job.""}","""My brother, ______ my parents gave some money, needs a job.""","294","""Whom"""
"1306","{""0"":""My cousin, {whom} I have spoken to recently, is interested in journalism.""}","""My cousin, _______ I have spoken to recently, is interested in journalism.""","294","""Whom"""
"1307","{""0"":""Is there a reason {why} you want my help?""}","""Is there a reason _____ you want my help?""","294","""Whom"""
"1308","{""0"":""There is no good reason {why} she didn't finish her paper.""}","""There is no good reason _____ she didn't finish her paper.""","294","""Whom"""
"1309","{""0"":""I don't understand {why} some people are cruel.""}","""I don't understand ______ some people are cruel.""","294","""Whom"""
"1310","{""0"":""I now understand {why} I received a B on this paper.""}","""I now understand  <u>whom / why</u> I received a B on this paper.""","295","""Why"""
"1311","{""0"":""What is the reason {why} you can't play this weekend?""}","""What is the reason <u>whom / why</u> you can't play this weekend?""","295","""Why"""
"1312","{""0"":""The floorboards, {which} were put in ten years ago, have cracks.""}","""The floorboards, <u>which, where, when</u> were put in ten years ago, have cracks.""","296","""Which"""
